ID,2_1,2_2,2_3,2_4,2_5,2_all,3_1,3_2,3_3,3_all,4_1,4_2,4_3,4_4,4_all,5_1,5_2,5_3,5_4,5_5,5_6,5_all,6_1,6_2,6_3,6_4,6_5,6_6,6_7,6_8,6_9,6_all,7_1,7_2,7_3,7_4,7_all,all
171,3,4,3,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,5
172,2,2,2,2,4,3,3,3,4,3,4,5,4,4,3,5,5,5,5,4,3,3,2,2,3,4,3,4,3,3,3,3,3,3,2,2,3,5
173,3,4,3,4,3,3,3,4,2,2,5,5,5,5,4,5,5,5,4,2,2,3,2,2,1,1,4,4,4,1,1,2,4,4,4,4,4,4
174,2,2,3,4,4,3,2,2,2,3,3,4,2,3,3,5,5,5,4,4,3,2,3,3,3,2,3,3,4,4,2,3,3,3,2,2,3,5
175,4,4,4,4,4,4,4,4,4,4,2,5,5,4,4,5,5,5,5,4,4,4,4,4,3,2,3,4,4,4,3,4,4,4,2,3,4,5
176,3,4,4,4,4,4,3,2,3,2,4,5,4,4,5,5,5,5,4,4,3,2,2,2,1,3,3,4,3,4,4,2,4,3,4,4,4,4
177,3,3,3,4,4,3,4,4,4,3,3,5,2,4,5,4,4,4,4,2,2,3,3,3,2,2,3,2,2,3,3,3,3,3,3,2,2,5
178,1,3,2,2,2,2,2,3,2,3,4,5,4,3,3,4,4,5,3,3,3,2,3,3,1,3,3,4,3,4,1,3,4,4,4,4,4,3
179,2,2,2,3,4,3,3,2,3,2,5,5,5,5,5,5,5,5,4,4,4,2,3,1,1,3,3,5,2,3,3,3,3,3,5,3,4,3
180,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,3,4,4,4,2,4,4,4
181,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,2,3,3,4,4,4,4,4,4,4,4,4,4,4
182,4,4,4,2,5,4,5,5,2,2,5,5,5,4,5,5,5,5,5,4,3,3,2,2,1,2,4,4,4,4,3,3,4,5,4,4,4,4
183,2,3,2,2,1,1,3,3,2,2,4,5,5,4,5,4,4,4,3,3,3,3,4,2,1,2,5,4,3,3,1,2,3,3,1,1,1,3
184,2,4,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,3,4,4,4,3,3,4,4
185,3,4,4,5,5,5,4,3,4,4,5,5,5,4,5,5,5,5,4,4,4,4,4,4,2,4,4,5,4,4,4,4,4,4,4,4,4,5
186,2,4,3,4,4,3,3,3,3,3,4,5,4,4,4,4,4,4,4,4,3,3,2,2,2,3,3,4,4,3,3,4,4,4,2,3,3,4
187,4,4,4,4,4,4,4,2,4,2,4,4,4,3,4,5,5,4,4,4,4,4,3,3,3,2,2,4,4,3,3,3,3,3,3,2,3,3
188,3,4,4,4,3,3,4,4,4,3,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,4
189,3,3,4,4,4,4,5,4,5,5,4,5,4,5,4,4,4,5,4,5,4,4,4,3,3,3,3,5,4,4,4,4,4,5,3,4,4,5
190,2,2,2,2,3,2,3,4,4,4,5,5,4,4,4,5,5,5,4,4,4,3,3,3,2,4,3,5,5,4,4,4,5,4,4,4,4,4
191,3,4,3,4,4,3,4,3,3,2,3,5,5,3,4,5,5,5,3,2,2,2,3,3,1,3,5,5,5,3,2,4,4,2,2,2,2,2
192,4,5,2,3,4,4,2,3,4,4,5,5,5,5,5,4,3,5,4,4,4,4,2,3,2,5,5,5,3,2,2,3,4,4,4,3,4,4
193,3,3,3,3,4,4,5,4,4,4,5,4,4,5,5,4,4,3,5,4,4,4,4,3,1,3,4,5,4,3,3,4,4,3,3,3,3,4
194,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4
195,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,5,4,3,3,5,5,4,4,4,4,4,4,4,3,3,3,4
196,4,5,5,5,5,4,4,5,4,4,5,5,5,5,4,5,4,4,4,3,3,3,3,1,1,4,5,5,4,4,4,4,5,4,4,3,3,3
197,4,4,4,4,4,4,4,4,4,4,5,5,5,4,4,5,4,5,4,4,4,3,3,4,3,4,5,5,2,2,3,3,3,4,5,3,4,4
198,2,3,3,4,4,2,3,3,4,3,3,5,5,3,3,5,4,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,5,4
199,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
200,4,4,4,4,5,4,5,5,5,5,4,5,4,5,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,5,5,5
201,2,4,4,4,4,3,4,4,4,3,3,4,2,4,3,4,3,5,4,3,3,3,3,2,1,3,4,4,3,4,3,3,4,3,2,2,3,3
202,3,3,3,3,3,3,5,5,5,1,5,5,5,5,2,5,5,5,5,3,2,2,3,3,3,4,5,5,4,4,3,4,5,5,4,3,3,3
203,4,5,5,5,5,4,3,3,3,3,4,5,4,2,3,5,5,5,5,5,3,3,2,2,5,3,4,4,3,3,3,2,3,2,4,3,3,2
204,3,3,3,3,3,2,2,2,3,2,3,4,4,3,3,4,3,4,4,4,4,4,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4
205,3,4,3,5,4,3,2,4,4,3,3,5,5,5,4,4,3,5,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4
206,2,4,5,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,4,2,2,2,2,4,5,5,2,3,3,4,2,5,5,4,5,2
207,2,4,4,5,5,2,3,5,4,3,5,5,2,5,5,4,4,4,5,5,4,3,5,5,5,4,5,5,4,3,3,4,5,4,3,2,3,4
208,4,4,4,4,4,4,4,4,4,4,3,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,4,4,4,4
209,4,3,4,3,4,4,4,3,4,4,5,5,4,5,4,5,4,4,5,4,5,5,4,3,5,4,3,4,4,4,4,4,4,4,4,4,4,4
210,4,4,4,4,4,3,3,4,4,3,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,3,4,4,4,4,4,4,4,2,2,4,4
211,4,4,3,4,4,4,3,3,4,4,4,5,5,4,4,4,4,5,5,5,5,2,4,3,5,4,4,4,5,4,3,4,5,5,5,4,4,4
212,2,2,2,2,3,2,4,2,4,3,5,5,5,5,3,5,5,3,5,2,2,3,3,3,5,4,4,4,3,3,3,3,2,2,3,3,5,3
213,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,5,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4
214,2,4,4,2,4,2,4,2,4,4,5,5,5,5,5,5,5,5,2,5,5,2,2,4,5,4,4,4,2,3,3,4,2,2,2,2,2,5
215,3,3,4,3,4,4,4,3,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,5,5,5,4,4,5,5,5,5
216,4,2,4,4,4,4,4,4,3,4,4,4,4,5,5,4,5,5,5,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,4,3
217,4,3,3,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5
218,4,4,4,4,4,4,4,4,3,3,3,4,4,4,2,4,4,4,3,3,3,3,3,2,2,4,4,4,3,4,3,3,3,3,1,3,4,3
219,5,4,4,4,5,4,4,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,4,5,5,5,4,4
220,4,4,4,5,4,4,5,4,5,4,2,4,4,5,4,5,5,5,5,5,5,5,5,5,5,2,4,5,4,4,4,3,5,5,5,4,4,5
221,2,4,3,4,4,3,4,4,4,4,4,5,5,5,4,5,5,5,4,3,3,3,3,3,5,4,4,4,4,4,4,4,5,5,5,5,4,4
222,3,4,4,4,4,4,4,2,3,2,2,5,5,4,4,5,4,5,5,4,5,5,4,4,3,4,4,4,4,4,4,4,5,4,5,4,4,4
223,3,3,3,3,3,3,3,3,3,4,3,5,4,5,4,4,4,4,5,4,4,3,5,3,5,5,3,4,5,5,4,5,5,5,4,5,5,5
224,3,3,2,3,2,2,2,2,2,2,1,2,1,2,3,4,2,2,4,1,2,2,2,1,2,2,2,4,2,2,2,2,4,4,4,2,4,2
225,4,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5
226,3,3,3,4,4,3,2,3,3,3,5,5,5,5,4,5,4,5,5,5,5,5,4,3,3,3,3,4,4,5,4,3,4,4,5,4,5,5
227,2,3,2,4,3,2,4,4,4,4,4,5,5,5,5,5,4,5,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
228,5,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,3,4,4,3,4,4,4,5,5,5,5,5,4,5,5,4,4
229,2,1,2,3,4,2,2,2,2,2,3,5,5,3,3,5,5,5,4,2,5,5,3,2,4,4,4,4,4,3,3,3,4,4,4,4,2,2
230,4,4,5,4,5,5,4,2,4,3,3,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,5,4,4,4
231,3,4,4,4,4,4,4,4,4,4,4,5,3,4,4,5,5,5,4,5,5,5,4,4,4,5,4,4,4,4,4,4,5,5,5,5,5,4
232,4,4,4,3,1,3,3,4,4,3,4,5,5,4,4,5,4,5,4,4,4,3,4,4,5,4,4,4,4,4,3,4,5,5,5,4,2,3
233,5,4,4,2,4,2,2,4,5,4,2,5,5,4,5,4,4,4,5,5,5,5,4,4,3,3,3,5,2,3,3,4,5,5,5,5,5,5
234,2,3,4,4,4,2,5,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,4,4,5,5,4,3,5,5,4,5,3,4,4
235,2,2,2,2,2,2,3,3,4,4,4,5,5,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4
236,3,2,2,2,2,2,2,2,2,1,2,4,2,2,2,4,3,2,2,2,3,2,2,2,3,2,3,3,2,2,2,2,3,3,4,3,3,3
237,2,2,1,2,3,3,1,1,3,1,1,3,2,3,3,4,4,4,4,1,1,1,2,1,3,2,2,3,3,2,2,2,2,3,4,2,2,2
238,1,3,3,4,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,5,5,4,3,3,5,4,3,5,3,3,4
239,3,4,5,5,5,4,5,3,5,4,2,5,5,4,5,5,5,5,5,5,5,5,2,3,2,4,4,5,4,5,4,4,5,4,5,4,5,4
240,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
241,3,2,3,2,4,3,2,2,5,3,3,5,5,4,5,4,4,4,4,3,3,3,3,2,3,4,4,4,4,3,2,4,4,4,4,4,4,4
242,3,4,4,3,4,3,2,3,3,2,2,4,3,3,3,4,4,4,4,3,3,1,3,3,2,3,2,3,3,3,3,3,4,3,4,3,3,3
243,1,4,3,4,4,2,1,1,4,1,2,4,2,2,2,5,5,4,4,4,3,2,2,3,1,4,3,2,2,3,4,3,4,4,2,4,3,2
244,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3
245,2,4,3,2,2,2,4,4,3,2,4,4,4,4,3,3,4,4,4,3,3,3,2,2,3,2,3,4,3,2,2,3,3,2,4,3,3,3
246,5,4,5,5,5,3,3,3,4,4,3,3,4,2,2,5,5,5,5,5,3,3,4,2,3,2,2,2,3,2,4,3,3,2,4,4,3,3
247,3,2,4,2,4,3,4,5,5,5,2,5,5,4,5,5,5,4,5,5,5,2,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,5
248,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
249,3,4,4,4,4,4,3,4,3,3,4,5,5,4,4,4,4,5,4,3,3,3,3,2,2,2,4,3,3,3,3,2,3,3,4,4,4,2
250,4,4,4,3,4,4,4,5,5,4,4,5,5,4,5,5,5,5,4,5,4,4,3,4,2,5,5,5,5,5,5,5,5,5,5,5,5,4
251,2,3,2,3,4,3,3,3,3,3,3,5,5,4,4,5,4,4,4,5,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4
252,2,3,1,3,2,1,1,1,3,2,3,4,2,3,4,5,5,5,4,4,5,3,4,4,4,3,3,4,3,3,3,3,5,5,5,5,3,4
253,2,2,2,2,3,3,2,2,3,3,4,3,4,4,3,4,3,3,4,4,4,3,3,1,4,3,4,4,2,3,3,3,3,2,4,2,3,3
254,2,3,3,4,4,2,3,4,4,2,5,5,5,5,5,5,5,5,5,4,4,3,4,5,3,4,5,4,5,4,3,4,4,5,5,5,4,4
255,4,3,4,4,4,4,4,4,3,3,4,5,4,4,4,5,5,5,4,3,3,3,4,2,5,3,4,3,4,4,4,4,5,5,5,4,5,4
256,4,4,4,4,4,4,4,4,5,4,3,5,4,4,3,5,4,5,5,4,4,3,3,2,4,4,5,5,5,5,5,4,5,5,4,4,4,5
257,2,2,2,2,4,2,2,1,3,2,5,5,5,5,5,4,4,5,5,4,4,3,2,1,5,2,4,5,5,5,5,5,5,5,5,4,4,4
258,2,4,4,2,4,3,2,2,3,2,2,2,3,1,3,4,4,4,4,2,2,2,3,3,2,2,3,3,3,3,3,2,4,3,4,4,2,2
259,1,2,2,2,3,1,2,2,2,2,2,4,4,2,3,5,4,4,3,2,2,2,2,2,3,3,4,4,5,4,4,4,5,5,5,4,5,3
260,2,2,2,3,3,2,2,2,2,2,4,5,4,4,4,5,5,5,4,3,3,3,2,2,5,2,3,3,4,3,3,2,4,4,3,2,3,4
261,2,2,2,3,2,2,3,3,3,3,3,4,3,4,4,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4,4,4,4
262,3,3,3,3,4,2,4,3,2,3,4,4,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,3,3,4,3,4,3,4,4,4,4
263,2,4,3,1,4,3,2,2,3,2,2,2,3,2,3,5,5,5,5,2,2,3,4,3,2,2,3,4,3,3,2,2,5,5,2,3,4,2
264,1,3,2,2,2,2,2,2,2,2,3,5,4,3,3,5,5,5,4,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,4
265,3,4,4,5,4,4,4,5,2,3,5,5,5,4,4,4,4,5,3,4,4,3,4,3,1,4,3,5,4,4,3,3,5,5,5,3,4,2
266,2,2,3,2,3,2,3,3,3,3,2,4,4,3,3,4,4,4,3,3,3,3,3,3,1,2,3,3,3,2,2,2,3,3,4,2,3,2
267,1,2,1,3,2,3,1,1,3,3,1,4,5,3,3,4,5,4,3,4,4,3,3,3,3,3,4,5,3,3,4,3,4,4,3,3,3,3
268,1,3,3,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5
269,4,3,3,3,4,3,2,2,2,2,2,3,2,3,3,3,2,3,4,4,4,3,3,1,2,1,2,2,2,3,3,3,3,4,3,3,4,3
270,2,4,3,4,4,4,4,3,4,4,2,3,4,3,3,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,4,4,5,4,5,4,4,5
271,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
272,4,5,5,5,5,4,5,4,5,4,4,5,5,5,5,4,4,5,5,5,5,4,4,4,1,3,4,5,4,4,4,4,5,4,5,3,4,5
273,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4
274,2,2,2,2,3,2,1,1,2,1,1,4,5,1,2,4,4,4,3,1,1,1,1,1,1,1,3,3,3,2,1,2,5,1,1,2,1,2
275,1,2,2,2,2,2,4,2,2,2,3,4,3,2,2,4,4,4,3,4,4,3,1,2,1,3,3,3,3,2,2,2,4,4,4,4,4,4
276,2,3,3,3,3,2,2,3,3,3,3,5,5,3,4,5,5,5,4,3,3,3,2,2,3,2,3,4,2,3,3,2,4,3,4,2,2,2
277,2,5,5,5,3,4,4,5,5,5,5,5,5,4,4,5,5,5,5,4,5,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
278,1,2,2,2,2,1,1,1,2,2,1,5,2,3,2,3,4,5,4,2,3,3,1,1,2,3,2,4,3,2,1,3,4,3,5,2,2,3
279,2,3,3,2,2,2,3,4,4,4,1,4,3,4,3,4,4,3,3,4,3,3,3,3,1,3,3,3,3,3,2,2,4,4,3,2,3,3
280,2,2,2,2,3,3,2,2,3,2,4,4,4,1,1,4,3,4,3,2,2,1,3,2,3,3,2,3,3,3,2,3,3,2,4,4,2,2
281,4,4,5,5,5,4,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,3,5,3,5,5,5,5,4,4,2,5,5,5,3
282,2,4,4,1,4,3,4,4,4,4,2,4,5,4,4,5,5,5,4,4,4,3,2,2,1,2,4,5,3,3,3,3,4,4,5,5,5,3
283,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
284,1,2,2,3,2,1,3,3,3,2,2,3,3,3,3,3,3,4,3,2,1,1,2,1,3,3,3,2,3,2,2,3,3,2,3,3,2,2
285,2,2,2,2,4,2,3,2,4,2,1,5,5,2,2,5,4,5,3,4,2,2,2,2,4,2,4,4,3,3,2,2,4,4,5,4,2,4
286,2,3,3,5,5,2,2,4,4,2,2,5,5,4,4,5,5,5,4,4,4,3,4,3,1,4,4,4,4,4,4,4,4,4,5,4,4,4
287,2,3,2,2,2,1,2,2,3,2,2,4,4,3,3,4,4,3,4,4,3,3,2,2,4,4,2,3,4,2,2,3,3,3,4,3,2,2
288,2,4,3,4,3,3,4,4,4,4,3,4,5,2,4,5,4,5,4,3,3,3,3,3,2,2,3,3,3,3,2,3,4,4,4,4,4,2
289,2,3,3,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,4,4,3,3,2,2,3,3,4,3,3,3,3,3,3,3,2,3,3,2
290,3,3,3,3,4,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,3,4,3,1,3,3,4,4,3,3,4,4,3,5,4,4,4
291,1,3,2,1,3,1,3,2,3,2,3,5,5,2,3,5,3,4,4,1,2,1,1,1,1,1,3,3,4,3,2,4,4,4,4,3,2,3
292,3,3,2,1,2,2,1,2,1,1,1,3,3,1,3,3,3,3,3,3,2,1,1,1,1,3,1,1,1,1,1,1,3,3,4,2,2,1
293,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,5,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,4,4,4
294,4,4,4,5,4,4,5,5,5,4,5,4,3,4,4,5,5,5,5,5,5,5,4,4,3,4,4,4,3,4,5,4,5,5,4,3,3,3
295,2,2,2,2,2,2,1,1,1,1,4,5,5,3,2,4,1,5,4,2,2,2,1,2,4,2,1,2,4,2,2,2,5,4,5,5,4,4
296,2,3,4,4,4,3,3,4,5,3,2,5,5,4,5,4,4,4,5,5,5,5,5,5,2,3,4,4,3,4,4,3,4,3,5,5,5,4
297,2,2,2,4,3,2,4,2,4,3,4,4,5,2,2,5,5,5,4,3,3,4,2,2,4,2,5,5,3,5,5,3,5,5,5,4,4,3
298,2,4,2,2,3,2,3,3,4,3,4,4,4,3,4,5,4,5,4,4,4,3,2,2,4,4,4,4,4,2,2,4,4,2,5,3,3,3
299,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
300,4,3,4,4,4,4,4,3,5,3,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,4,5,5,2,3,5,4,5,5,5,5,5,5
301,2,4,3,2,3,2,2,1,4,3,3,3,2,1,3,4,4,5,1,1,1,1,1,1,1,1,3,2,2,1,2,1,1,1,4,4,4,2
302,3,3,3,5,4,3,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
303,2,2,2,4,2,3,3,3,4,4,5,5,5,5,4,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5
304,1,1,1,5,2,2,3,4,3,3,1,2,2,4,3,3,4,4,4,3,4,3,4,2,2,2,4,4,4,4,3,3,4,4,2,2,2,4
305,2,3,2,2,2,2,3,3,5,2,2,4,3,2,4,5,5,5,4,4,4,4,4,4,1,4,4,3,4,4,4,4,5,4,4,4,5,5
306,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,2,2,2,4,3,3,2,3,2,3,2,2,3,3,2,4,4,4,3
307,4,5,4,4,4,4,3,3,4,4,3,5,5,5,4,5,5,5,5,4,5,5,4,3,1,4,5,5,5,5,5,4,5,5,5,5,5,5
308,1,2,2,3,3,1,2,2,4,2,2,4,3,4,5,5,5,5,5,5,5,4,4,4,4,4,3,5,4,4,4,4,5,5,5,4,5,4
309,4,4,4,5,5,4,5,5,5,4,4,5,4,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,4,5,4,5,5,5,5,5,5,5
310,3,4,4,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4,4,3,3
311,4,4,4,5,5,4,4,4,4,4,5,4,5,5,4,5,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,5,5,5,5,5,4
312,4,4,3,4,4,4,4,4,4,3,4,3,5,3,3,4,4,4,4,4,3,3,4,3,3,3,2,3,3,3,2,4,3,3,5,3,2,2
313,2,4,3,3,3,3,1,2,2,1,3,3,4,2,3,4,4,4,4,2,1,1,2,2,1,1,2,1,2,1,1,1,3,3,4,4,3,2
314,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
315,2,4,3,2,3,2,3,3,4,3,3,5,4,4,3,4,4,4,4,4,2,2,3,3,3,3,4,4,3,3,2,2,2,4,5,3,4,3
316,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,3
317,3,5,2,3,3,3,4,4,4,3,4,4,5,4,3,5,5,5,2,4,3,3,2,2,1,3,4,4,3,3,2,3,4,2,4,4,4,3
318,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
319,3,4,4,5,4,4,4,4,4,3,5,5,5,3,4,5,5,5,3,3,3,4,4,3,3,3,3,4,3,3,3,4,4,4,5,5,5,3
320,1,3,1,2,1,1,2,3,2,1,4,5,5,4,4,4,4,2,4,2,3,3,2,2,3,4,4,2,1,2,2,1,2,2,5,5,4,1
321,2,4,4,4,4,2,3,2,3,2,3,5,5,4,3,4,4,5,3,3,2,2,2,2,1,1,2,3,2,2,2,2,2,2,4,2,3,2
322,4,4,4,4,4,4,3,3,3,3,4,5,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4
323,3,2,2,3,3,2,2,2,2,2,2,3,4,2,2,5,5,4,3,2,1,1,1,1,1,1,3,4,1,1,1,1,3,2,2,3,2,2
324,3,3,3,3,3,3,3,2,2,2,5,5,4,3,4,5,5,5,4,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,4,3,4,4
325,1,3,3,4,1,1,4,4,2,3,5,5,5,2,4,5,4,4,4,5,4,1,3,3,1,2,4,4,4,3,2,3,4,4,5,1,3,1
326,2,3,2,3,3,2,3,3,4,3,4,5,5,4,4,5,5,5,4,4,3,3,4,4,3,3,3,4,2,3,3,3,4,3,4,4,4,4
327,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,3,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,2
328,4,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,4,4,4,4,4,4,5,4,4
329,4,4,4,4,4,4,5,5,5,5,4,5,4,4,4,5,5,5,5,4,3,2,2,3,1,3,4,4,4,5,4,4,4,2,5,4,3,3
330,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,3,5,3,5,5,3,5,5,5,3,3,3
331,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5
332,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5
333,2,4,2,4,4,2,2,2,4,2,5,4,4,2,3,5,5,5,5,4,4,3,4,3,1,4,4,2,4,4,4,4,4,4,4,4,4,4
334,4,5,4,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,4,5,4,4,4,3,4,5,5,5,5,4,5,5,5,5,4,5,5
335,2,2,3,3,2,2,5,4,4,3,2,5,4,4,3,5,4,4,4,3,4,3,4,4,3,3,3,3,3,3,4,4,5,5,4,3,4,4
336,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
337,4,4,4,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
338,4,4,4,5,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,3,4,3,3,4,4,4,3,4,4,3,4,4,3,4,4,4
339,3,3,3,2,3,3,4,5,4,4,4,5,5,4,4,5,5,5,4,4,5,5,4,4,3,5,4,4,4,4,3,4,4,4,4,4,4,4
340,4,5,4,4,5,4,5,4,4,4,5,5,5,4,4,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,4,5,5,5,5,4,5,4
341,3,4,3,3,4,4,3,3,3,3,4,4,4,3,4,5,5,4,5,5,5,3,4,4,3,4,3,4,3,3,4,3,4,4,4,3,4,4
342,5,5,4,5,5,5,3,4,4,4,4,4,4,2,4,5,5,5,4,5,5,5,4,4,3,2,4,5,3,4,4,3,5,5,4,4,4,4
343,3,4,5,3,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,4,4,2,4,4,5,4,4,5,5,4,4,4,5,4,4,4,4,5
344,3,3,3,4,4,4,3,3,5,4,2,2,2,4,2,5,4,4,5,3,4,4,3,2,3,2,4,4,3,2,3,3,4,4,4,4,4,3
345,2,2,2,4,4,2,4,3,5,4,4,5,2,4,2,5,5,5,5,5,4,5,3,3,5,3,2,4,4,4,3,3,3,3,4,4,3,4
346,3,2,4,2,4,3,2,3,4,3,5,5,5,3,3,3,4,4,4,3,3,3,1,1,4,1,2,4,2,1,1,2,2,2,3,3,4,4
347,3,4,3,4,5,4,3,3,5,4,5,4,5,5,5,5,5,4,4,5,4,5,4,4,5,4,4,5,5,5,4,4,5,5,4,4,5,5
